away,away_score,day,eid,gamekey,home,home_score,meridiem,month,season_type,time,wday,week,year,WINNER
PIT,13,27,2011112711,55338,KC,9,,11,REG,8:20,Sun,12,2011,PIT
NYG,24,28,2011112800,55339,NO,49,,11,REG,8:30,Mon,12,2011,NO
PHI,14,1,2011120100,55340,SEA,31,,12,REG,8:20,Thu,13,2011,SEA
NYJ,34,4,2011120400,55349,WAS,19,,12,REG,1:00,Sun,13,2011,NYJ
KC,10,4,2011120401,55342,CHI,3,,12,REG,1:00,Sun,13,2011,KC
TEN,23,4,2011120402,55341,BUF,17,,12,REG,1:00,Sun,13,2011,TEN
OAK,14,4,2011120403,55345,MIA,34,,12,REG,1:00,Sun,13,2011,MIA
BAL,24,4,2011120404,55343,CLE,10,,12,REG,4:05,Sun,13,2011,BAL
CIN,7,4,2011120405,55347,PIT,35,,12,REG,1:00,Sun,13,2011,PIT
DET,17,4,2011120406,55346,NO,31,,12,REG,8:20,Sun,13,2011,NO
CAR,38,4,2011120407,55348,TB,19,,12,REG,1:00,Sun,13,2011,CAR
ATL,10,4,2011120408,55344,HOU,17,,12,REG,1:00,Sun,13,2011,HOU
DEN,35,4,2011120409,55350,MIN,32,,12,REG,1:00,Sun,13,2011,DEN
GB,38,4,2011120410,55352,NYG,35,,12,REG,4:15,Sun,13,2011,GB
DAL,13,4,2011120411,55351,ARI,19,,12,REG,4:15,Sun,13,2011,ARI
STL,0,4,2011120412,55353,SF,26,,12,REG,4:15,Sun,13,2011,SF
IND,24,4,2011120413,55354,NE,31,,12,REG,1:00,Sun,13,2011,NE
SD,38,5,2011120500,55355,JAC,14,,12,REG,8:30,Mon,13,2011,SD
CLE,3,8,2011120800,55356,PIT,14,,12,REG,8:20,Thu,14,2011,PIT
NE,34,11,2011121100,55366,WAS,27,,12,REG,1:00,Sun,14,2011,NE
OAK,16,11,2011121101,55361,GB,46,,12,REG,4:15,Sun,14,2011,GB
KC,10,11,2011121102,55364,NYJ,37,,12,REG,1:00,Sun,14,2011,NYJ
HOU,20,11,2011121103,55359,CIN,19,,12,REG,1:00,Sun,14,2011,HOU
IND,10,11,2011121104,55357,BAL,24,,12,REG,1:00,Sun,14,2011,BAL
MIN,28,11,2011121105,55360,DET,34,,12,REG,1:00,Sun,14,2011,DET
ATL,31,11,2011121106,55358,CAR,23,,12,REG,1:00,Sun,14,2011,ATL
PHI,26,11,2011121107,55363,MIA,10,,12,REG,1:00,Sun,14,2011,PHI
TB,14,11,2011121108,55362,JAC,41,,12,REG,1:00,Sun,14,2011,JAC
NO,22,11,2011121109,55365,TEN,17,,12,REG,1:00,Sun,14,2011,NO
SF,19,11,2011121110,55367,ARI,21,,12,REG,4:05,Sun,14,2011,ARI
CHI,10,11,2011121111,55368,DEN,13,,12,REG,4:05,Sun,14,2011,DEN
BUF,10,11,2011121112,55369,SD,37,,12,REG,4:15,Sun,14,2011,SD
NYG,37,11,2011121113,55370,DAL,34,,12,REG,8:20,Sun,14,2011,NYG
STL,13,12,2011121200,55371,SEA,30,,12,REG,8:30,Mon,14,2011,SEA
JAC,14,15,2011121500,55372,ATL,41,,12,REG,8:20,Thu,15,2011,ATL
DAL,31,17,2011121700,55373,TB,15,,12,REG,8:20,Sat,15,2011,DAL
CIN,20,18,2011121800,55381,STL,13,,12,REG,1:00,Sun,15,2011,CIN
MIA,30,18,2011121801,55374,BUF,23,,12,REG,1:00,Sun,15,2011,MIA
TEN,13,18,2011121802,55377,IND,27,,12,REG,1:00,Sun,15,2011,IND
WAS,23,18,2011121803,55380,NYG,10,,12,REG,1:00,Sun,15,2011,WAS
SEA,38,18,2011121804,55375,CHI,14,,12,REG,1:00,Sun,15,2011,SEA
NO,42,18,2011121805,55379,MIN,20,,12,REG,1:00,Sun,15,2011,NO
CAR,28,18,2011121806,55376,HOU,13,,12,REG,1:00,Sun,15,2011,CAR
GB,14,18,2011121807,55378,KC,19,,12,REG,1:00,Sun,15,2011,KC
DET,28,18,2011121808,55382,OAK,27,,12,REG,4:05,Sun,15,2011,DET
NYJ,19,18,2011121809,55385,PHI,45,,12,REG,4:15,Sun,15,2011,PHI
CLE,17,18,2011121810,55383,ARI,20,,12,REG,4:15,Sun,15,2011,ARI
NE,41,18,2011121811,55384,DEN,23,,12,REG,4:15,Sun,15,2011,NE
BAL,14,18,2011121812,55386,SD,34,,12,REG,8:20,Sun,15,2011,SD
PIT,3,19,2011121900,55387,SF,20,,12,REG,8:30,Mon,15,2011,SF
HOU,16,22,2011122200,55388,IND,19,,12,REG,8:20,Thu,16,2011,IND
DEN,14,24,2011122400,55390,BUF,40,,12,REG,1:00,Sat,16,2011,BUF
MIA,24,24,2011122401,55394,NE,27,,12,REG,1:00,Sat,16,2011,NE
CLE,14,24,2011122402,55389,BAL,20,,12,REG,1:00,Sat,16,2011,BAL
JAC,17,24,2011122403,55397,TEN,23,,12,REG,1:00,Sat,16,2011,TEN
OAK,16,24,2011122404,55393,KC,13,,12,REG,1:00,Sat,16,2011,OAK
NYG,29,24,2011122405,55395,NYJ,14,,12,REG,1:00,Sat,16,2011,NYG
MIN,33,24,2011122406,55398,WAS,26,,12,REG,1:00,Sat,16,2011,MIN
TB,16,24,2011122407,55391,CAR,48,,12,REG,1:00,Sat,16,2011,CAR
ARI,16,24,2011122408,55392,CIN,23,,12,REG,1:00,Sat,16,2011,CIN
STL,0,24,2011122409,55396,PIT,27,,12,REG,1:00,Sat,16,2011,PIT
SD,10,24,2011122410,55399,DET,38,,12,REG,4:05,Sat,16,2011,DET
PHI,20,24,2011122411,55400,DAL,7,,12,REG,4:15,Sat,16,2011,PHI
SF,19,24,2011122412,55401,SEA,17,,12,REG,4:15,Sat,16,2011,SF
CHI,21,25,2011122500,55402,GB,35,,12,REG,8:20,Sun,16,2011,GB
ATL,16,26,2011122600,55403,NO,45,,12,REG,8:30,Mon,16,2011,NO
NYJ,17,1,2012010100,55410,MIA,19,,1,REG,1:00,Sun,17,2011,MIA
BUF,21,1,2012010101,55412,NE,49,,1,REG,1:00,Sun,17,2011,NE
BAL,24,1,2012010102,55405,CIN,16,,1,REG,4:15,Sun,17,2011,BAL
PIT,13,1,2012010103,55406,CLE,9,,1,REG,4:15,Sun,17,2011,PIT
TEN,23,1,2012010104,55408,HOU,22,,1,REG,1:00,Sun,17,2011,TEN
IND,13,1,2012010105,55409,JAC,19,,1,REG,1:00,Sun,17,2011,JAC
DAL,14,1,2012010106,55414,NYG,31,,1,REG,8:20,Sun,17,2011,NYG
WAS,10,1,2012010107,55415,PHI,34,,1,REG,1:00,Sun,17,2011,PHI
DET,41,1,2012010108,55407,GB,45,,1,REG,1:00,Sun,17,2011,GB
CHI,17,1,2012010109,55411,MIN,13,,1,REG,1:00,Sun,17,2011,CHI
TB,24,1,2012010110,55404,ATL,45,,1,REG,4:15,Sun,17,2011,ATL
CAR,17,1,2012010111,55413,NO,45,,1,REG,1:00,Sun,17,2011,NO
SF,34,1,2012010112,55416,STL,27,,1,REG,1:00,Sun,17,2011,SF
KC,7,1,2012010113,55418,DEN,3,,1,REG,4:15,Sun,17,2011,KC
SD,38,1,2012010114,55419,OAK,26,,1,REG,4:15,Sun,17,2011,SD
SEA,20,1,2012010115,55417,ARI,23,,1,REG,4:15,Sun,17,2011,ARI
DAL,24,5,2012090500,55504,NYG,17,,9,REG,8:30,Wed,1,2012,DAL
IND,21,9,2012090900,55505,CHI,41,,9,REG,1:00,Sun,1,2012,CHI
JAC,23,9,2012090901,55510,MIN,26,,9,REG,1:00,Sun,1,2012,MIN
BUF,28,9,2012090902,55512,NYJ,48,,9,REG,1:00,Sun,1,2012,NYJ
MIA,10,9,2012090903,55508,HOU,30,,9,REG,1:00,Sun,1,2012,HOU
NE,34,9,2012090904,55513,TEN,13,,9,REG,1:00,Sun,1,2012,NE
STL,23,9,2012090905,55507,DET,27,,9,REG,1:00,Sun,1,2012,DET
WAS,40,9,2012090906,55511,NO,32,,9,REG,1:00,Sun,1,2012,WAS
PHI,17,9,2012090907,55506,CLE,16,,9,REG,1:00,Sun,1,2012,PHI
ATL,40,9,2012090908,55509,KC,24,,9,REG,1:00,Sun,1,2012,ATL
SF,30,9,2012090909,55515,GB,22,,9,REG,4:25,Sun,1,2012,SF
SEA,16,9,2012090910,55514,ARI,20,,9,REG,4:25,Sun,1,2012,ARI
CAR,10,9,2012090911,55516,TB,16,,9,REG,4:25,Sun,1,2012,TB
PIT,19,9,2012090912,55517,DEN,31,,9,REG,8:20,Sun,1,2012,DEN
CIN,13,10,2012091000,55518,BAL,44,,9,REG,7:00,Mon,1,2012,BAL
SD,22,10,2012091001,55519,OAK,14,,9,REG,10:15,Mon,1,2012,SD
CHI,10,13,2012091300,55520,GB,23,,9,REG,8:20,Thu,2,2012,GB
TB,34,16,2012091600,55527,NYG,41,,9,REG,1:00,Sun,2,2012,NYG
NO,27,16,2012091601,55522,CAR,35,,9,REG,1:00,Sun,2,2012,CAR
ARI,20,16,2012091602,55526,NE,18,,9,REG,1:00,Sun,2,2012,ARI
MIN,20,16,2012091603,55524,IND,23,,9,REG,1:00,Sun,2,2012,IND
BAL,23,16,2012091604,55528,PHI,24,,9,REG,1:00,Sun,2,2012,PHI
KC,17,16,2012091605,55521,BUF,35,,9,REG,1:00,Sun,2,2012,BUF
CLE,27,16,2012091606,55523,CIN,34,,9,REG,1:00,Sun,2,2012,CIN
HOU,27,16,2012091607,55525,JAC,7,,9,REG,1:00,Sun,2,2012,HOU
DAL,7,16,2012091608,55530,SEA,27,,9,REG,4:05,Sun,2,2012,SEA
WAS,28,16,2012091609,55529,STL,31,,9,REG,4:05,Sun,2,2012,STL
NYJ,10,16,2012091610,55532,PIT,27,,9,REG,4:25,Sun,2,2012,PIT
TEN,10,16,2012091611,55533,SD,38,,9,REG,4:25,Sun,2,2012,SD
OAK,13,16,2012091612,55531,MIA,35,,9,REG,1:00,Sun,2,2012,MIA
DET,19,16,2012091613,55534,SF,27,,9,REG,8:20,Sun,2,2012,SF
DEN,21,17,2012091700,55535,ATL,27,,9,REG,8:30,Mon,2,2012,ATL
NYG,36,20,2012092000,55536,CAR,7,,9,REG,8:20,Thu,3,2012,NYG
TB,10,23,2012092300,55539,DAL,16,,9,REG,1:00,Sun,3,2012,DAL
STL,6,23,2012092301,55537,CHI,23,,9,REG,1:00,Sun,3,2012,CHI
SF,13,23,2012092302,55542,MIN,24,,9,REG,1:00,Sun,3,2012,MIN
DET,41,23,2012092303,55544,TEN,44,,9,REG,1:00,Sun,3,2012,TEN
CIN,38,23,2012092304,55545,WAS,31,,9,REG,1:00,Sun,3,2012,CIN
KC,27,23,2012092305,55543,NO,24,,9,REG,1:00,Sun,3,2012,KC
NYJ,23,23,2012092306,55541,MIA,20,,9,REG,1:00,Sun,3,2012,NYJ
BUF,24,23,2012092307,55538,CLE,14,,9,REG,1:00,Sun,3,2012,BUF
JAC,22,23,2012092308,55540,IND,17,,9,REG,1:00,Sun,3,2012,JAC
PHI,6,23,2012092309,55546,ARI,27,,9,REG,4:05,Sun,3,2012,ARI
ATL,27,23,2012092310,55547,SD,3,,9,REG,4:05,Sun,3,2012,ATL
HOU,31,23,2012092311,55548,DEN,25,,9,REG,4:25,Sun,3,2012,HOU
PIT,31,23,2012092312,55549,OAK,34,,9,REG,4:25,Sun,3,2012,OAK
NE,30,23,2012092313,55550,BAL,31,,9,REG,8:20,Sun,3,2012,BAL
GB,12,24,2012092400,55551,SEA,14,,9,REG,8:30,Mon,3,2012,SEA
CLE,16,27,2012092700,55552,BAL,23,,9,REG,8:20,Thu,4,2012,BAL
NE,52,30,2012093000,55554,BUF,28,,9,REG,1:00,Sun,4,2012,NE
TEN,14,30,2012093001,55556,HOU,38,,9,REG,1:00,Sun,4,2012,HOU
SD,37,30,2012093002,55558,KC,20,,9,REG,1:00,Sun,4,2012,SD
MIN,20,30,2012093003,55555,DET,13,,9,REG,1:00,Sun,4,2012,MIN
CAR,28,30,2012093004,55553,ATL,30,,9,REG,1:00,Sun,4,2012,ATL
SEA,13,30,2012093005,55560,STL,19,,9,REG,1:00,Sun,4,2012,STL
SF,34,30,2012093006,55559,NYJ,0,,9,REG,1:00,Sun,4,2012,SF
MIA,21,30,2012093007,55562,ARI,24,,9,REG,4:05,Sun,4,2012,ARI
OAK,6,30,2012093008,55563,DEN,37,,9,REG,4:05,Sun,4,2012,DEN
CIN,27,30,2012093009,55557,JAC,10,,9,REG,4:05,Sun,4,2012,CIN
NO,27,30,2012093010,55564,GB,28,,9,REG,4:25,Sun,4,2012,GB
WAS,24,30,2012093011,55561,TB,22,,9,REG,4:25,Sun,4,2012,WAS
NYG,17,30,2012093012,55565,PHI,19,,9,REG,8:20,Sun,4,2012,PHI
CHI,34,1,2012100100,55566,DAL,18,,10,REG,8:30,Mon,4,2012,CHI
ARI,3,4,2012100400,55567,STL,17,,10,REG,8:20,Thu,5,2012,STL
ATL,24,7,2012100700,55574,WAS,17,,10,REG,1:00,Sun,5,2012,ATL
PHI,14,7,2012100701,55573,PIT,16,,10,REG,1:00,Sun,5,2012,PIT
GB,27,7,2012100702,55569,IND,30,,10,REG,1:00,Sun,5,2012,IND
CLE,27,7,2012100703,55572,NYG,41,,10,REG,1:00,Sun,5,2012,NYG
TEN,7,7,2012100704,55571,MIN,30,,10,REG,4:25,Sun,5,2012,MIN
MIA,17,7,2012100705,55568,CIN,13,,10,REG,1:00,Sun,5,2012,MIA
BAL,9,7,2012100706,55570,KC,6,,10,REG,1:00,Sun,5,2012,BAL
SEA,16,7,2012100707,55575,CAR,12,,10,REG,4:05,Sun,5,2012,SEA
CHI,41,7,2012100708,55576,JAC,3,,10,REG,4:05,Sun,5,2012,CHI
DEN,21,7,2012100709,55577,NE,31,,10,REG,4:25,Sun,5,2012,NE
BUF,3,7,2012100710,55578,SF,45,,10,REG,4:25,Sun,5,2012,SF
SD,24,7,2012100711,55579,NO,31,,10,REG,8:20,Sun,5,2012,NO
HOU,23,8,2012100800,55580,NYJ,17,,10,REG,8:30,Mon,5,2012,HOU
PIT,23,11,2012101100,55581,TEN,26,,10,REG,8:20,Thu,6,2012,TEN
OAK,20,14,2012101400,55582,ATL,23,,10,REG,1:00,Sun,6,2012,ATL
KC,10,14,2012101401,55588,TB,38,,10,REG,1:00,Sun,6,2012,TB
IND,9,14,2012101402,55586,NYJ,35,,10,REG,1:00,Sun,6,2012,NYJ
CIN,24,14,2012101403,55584,CLE,34,,10,REG,1:00,Sun,6,2012,CLE
DET,26,14,2012101404,55587,PHI,23,,10,REG,1:00,Sun,6,2012,DET
STL,14,14,2012101405,55585,MIA,17,,10,REG,1:00,Sun,6,2012,MIA
DAL,29,14,2012101406,55583,BAL,31,,10,REG,1:00,Sun,6,2012,BAL
BUF,19,14,2012101407,55589,ARI,16,,10,REG,4:05,Sun,6,2012,BUF
NE,23,14,2012101408,55590,SEA,24,,10,REG,4:05,Sun,6,2012,SEA
NYG,26,14,2012101409,55591,SF,3,,10,REG,4:25,Sun,6,2012,NYG
MIN,26,14,2012101410,55592,WAS,38,,10,REG,4:25,Sun,6,2012,WAS
GB,42,14,2012101411,55593,HOU,24,,10,REG,8:20,Sun,6,2012,GB
DEN,35,15,2012101500,55594,SD,24,,10,REG,8:30,Mon,6,2012,DEN
SEA,6,18,2012101800,55595,SF,13,,10,REG,8:20,Thu,7,2012,SF
WAS,23,21,2012102100,55601,NYG,27,,10,REG,1:00,Sun,7,2012,NYG
ARI,14,21,2012102101,55600,MIN,21,,10,REG,1:00,Sun,7,2012,MIN
DAL,19,21,2012102102,55597,CAR,14,,10,REG,1:00,Sun,7,2012,DAL
NO,35,21,2012102103,55603,TB,28,,10,REG,1:00,Sun,7,2012,NO
GB,30,21,2012102104,55602,STL,20,,10,REG,1:00,Sun,7,2012,GB
BAL,13,21,2012102105,55598,HOU,43,,10,REG,1:00,Sun,7,2012,HOU
CLE,13,21,2012102106,55599,IND,17,,10,REG,1:00,Sun,7,2012,IND
TEN,35,21,2012102107,55596,BUF,34,,10,REG,1:00,Sun,7,2012,TEN
NYJ,26,21,2012102108,55604,NE,29,,10,REG,4:25,Sun,7,2012,NE
JAC,23,21,2012102109,55605,OAK,26,,10,REG,4:25,Sun,7,2012,OAK
PIT,24,21,2012102110,55606,CIN,17,,10,REG,8:20,Sun,7,2012,PIT
DET,7,22,2012102200,55607,CHI,13,,10,REG,8:30,Mon,7,2012,CHI
TB,36,25,2012102500,55608,MIN,17,,10,REG,8:20,Thu,8,2012,TB
JAC,15,28,2012102800,55612,GB,24,,10,REG,1:00,Sun,8,2012,GB
MIA,30,28,2012102801,55613,NYJ,9,,10,REG,1:00,Sun,8,2012,MIA
SD,6,28,2012102802,55610,CLE,7,,10,REG,1:00,Sun,8,2012,CLE
IND,19,28,2012102803,55617,TEN,13,,10,REG,1:00,Sun,8,2012,IND
NE,45,28,2012102804,55616,STL,7,,10,REG,1:00,Sun,8,2012,NE
ATL,30,28,2012102805,55614,PHI,17,,10,REG,1:00,Sun,8,2012,ATL
CAR,22,28,2012102806,55609,CHI,23,,10,REG,1:00,Sun,8,2012,CHI
SEA,24,28,2012102807,55611,DET,28,,10,REG,1:00,Sun,8,2012,DET
WAS,12,28,2012102808,55615,PIT,27,,10,REG,1:00,Sun,8,2012,PIT
OAK,26,28,2012102809,55618,KC,16,,10,REG,4:05,Sun,8,2012,OAK
NYG,29,28,2012102810,55619,DAL,24,,10,REG,4:25,Sun,8,2012,NYG
NO,14,28,2012102811,55620,DEN,34,,10,REG,8:20,Sun,8,2012,DEN
SF,24,29,2012102900,55621,ARI,3,,10,REG,8:30,Mon,8,2012,SF
KC,13,1,2012110100,55622,SD,31,,11,REG,8:20,Thu,9,2012,SD
CAR,21,4,2012110400,55630,WAS,13,,11,REG,1:00,Sun,9,2012,CAR
ARI,17,4,2012110401,55625,GB,31,,11,REG,1:00,Sun,9,2012,GB
DET,31,4,2012110402,55628,JAC,14,,11,REG,1:00,Sun,9,2012,DET
CHI,51,4,2012110403,55629,TEN,20,,11,REG,1:00,Sun,9,2012,CHI
DEN,31,4,2012110404,55623,CIN,23,,11,REG,1:00,Sun,9,2012,DEN
BAL,25,4,2012110405,55624,CLE,15,,11,REG,1:00,Sun,9,2012,BAL
BUF,9,4,2012110406,55626,HOU,21,,11,REG,1:00,Sun,9,2012,HOU
MIA,20,4,2012110407,55627,IND,23,,11,REG,1:00,Sun,9,2012,IND
MIN,20,4,2012110408,55632,SEA,30,,11,REG,4:05,Sun,9,2012,SEA
TB,42,4,2012110409,55631,OAK,32,,11,REG,4:05,Sun,9,2012,TB
PIT,24,4,2012110410,55633,NYG,20,,11,REG,4:25,Sun,9,2012,PIT
DAL,13,4,2012110411,55634,ATL,19,,11,REG,8:20,Sun,9,2012,ATL
PHI,13,5,2012110500,55635,NO,28,,11,REG,8:30,Mon,9,2012,NO
IND,27,8,2012110800,55636,JAC,10,,11,REG,8:20,Thu,10,2012,IND
DEN,36,11,2012111100,55638,CAR,14,,11,REG,1:00,Sun,10,2012,DEN
SD,24,11,2012111101,55644,TB,34,,11,REG,1:00,Sun,10,2012,TB
TEN,37,11,2012111102,55640,MIA,3,,11,REG,1:00,Sun,10,2012,TEN
BUF,31,11,2012111103,55642,NE,37,,11,REG,1:00,Sun,10,2012,NE
OAK,20,11,2012111104,55637,BAL,55,,11,REG,1:00,Sun,10,2012,BAL
NYG,13,11,2012111105,55639,CIN,31,,11,REG,1:00,Sun,10,2012,CIN
ATL,27,11,2012111106,55643,NO,31,,11,REG,1:00,Sun,10,2012,NO
DET,24,11,2012111107,55641,MIN,34,,11,REG,1:00,Sun,10,2012,MIN
NYJ,7,11,2012111108,55645,SEA,28,,11,REG,4:05,Sun,10,2012,SEA
DAL,38,11,2012111109,55646,PHI,23,,11,REG,4:25,Sun,10,2012,DAL
STL,24,11,2012111110,55647,SF,24,,11,REG,4:25,Sun,10,2012,TIE
HOU,13,11,2012111111,55648,CHI,6,,11,REG,8:20,Sun,10,2012,HOU
KC,13,12,2012111200,55649,PIT,16,,11,REG,8:30,Mon,10,2012,PIT
MIA,14,15,2012111500,55650,BUF,19,,11,REG,8:20,Thu,11,2012,BUF
PHI,6,18,2012111800,55659,WAS,31,,11,REG,1:00,Sun,11,2012,WAS
GB,24,18,2012111801,55654,DET,20,,11,REG,1:00,Sun,11,2012,GB
ARI,19,18,2012111802,55651,ATL,23,,11,REG,1:00,Sun,11,2012,ATL
TB,27,18,2012111803,55652,CAR,21,,11,REG,1:00,Sun,11,2012,TB
CLE,20,18,2012111804,55653,DAL,23,,11,REG,1:00,Sun,11,2012,DAL
NYJ,27,18,2012111805,55658,STL,13,,11,REG,1:00,Sun,11,2012,NYJ
IND,24,18,2012111806,55657,NE,59,,11,REG,4:25,Sun,11,2012,NE
JAC,37,18,2012111807,55655,HOU,43,,11,REG,1:00,Sun,11,2012,HOU
CIN,28,18,2012111808,55656,KC,6,,11,REG,1:00,Sun,11,2012,CIN
NO,38,18,2012111809,55660,OAK,17,,11,REG,4:05,Sun,11,2012,NO
SD,23,18,2012111810,55661,DEN,30,,11,REG,4:25,Sun,11,2012,DEN
BAL,13,18,2012111811,55662,PIT,10,,11,REG,8:20,Sun,11,2012,BAL
CHI,7,19,2012111900,55663,SF,32,,11,REG,8:30,Mon,11,2012,SF
HOU,34,22,2012112200,55664,DET,31,,11,REG,12:30,Thu,12,2012,HOU
WAS,38,22,2012112201,55665,DAL,31,,11,REG,4:25,Thu,12,2012,WAS
NE,49,22,2012112202,55666,NYJ,19,,11,REG,8:20,Thu,12,2012,NE
OAK,10,25,2012112500,55668,CIN,34,,11,REG,1:00,Sun,12,2012,CIN
PIT,14,25,2012112501,55669,CLE,20,,11,REG,1:00,Sun,12,2012,CLE
BUF,13,25,2012112502,55670,IND,20,,11,REG,1:00,Sun,12,2012,IND
TEN,19,25,2012112503,55671,JAC,24,,11,REG,1:00,Sun,12,2012,JAC
DEN,17,25,2012112504,55672,KC,9,,11,REG,1:00,Sun,12,2012,DEN
MIN,10,25,2012112505,55667,CHI,28,,11,REG,1:00,Sun,12,2012,CHI
ATL,24,25,2012112506,55674,TB,23,,11,REG,1:00,Sun,12,2012,ATL
SEA,21,25,2012112507,55673,MIA,24,,11,REG,1:00,Sun,12,2012,MIA
BAL,16,25,2012112508,55675,SD,13,,11,REG,4:05,Sun,12,2012,BAL
SF,31,25,2012112509,55677,NO,21,,11,REG,4:25,Sun,12,2012,SF
STL,31,25,2012112510,55676,ARI,17,,11,REG,4:25,Sun,12,2012,STL
GB,10,25,2012112511,55678,NYG,38,,11,REG,8:20,Sun,12,2012,NYG
CAR,30,26,2012112600,55679,PHI,22,,11,REG,8:30,Mon,12,2012,CAR
NO,13,29,2012112900,55680,ATL,23,,11,REG,8:20,Thu,13,2012,ATL
SEA,23,2,2012120200,55682,CHI,17,,12,REG,1:00,Sun,13,2012,SEA
MIN,14,2,2012120201,55684,GB,23,,12,REG,1:00,Sun,13,2012,GB
SF,13,2,2012120202,55688,STL,16,,12,REG,1:00,Sun,13,2012,STL
ARI,6,2,2012120203,55687,NYJ,7,,12,REG,1:00,Sun,13,2012,NYJ
CAR,21,2,2012120204,55685,KC,27,,12,REG,1:00,Sun,13,2012,KC
IND,35,2,2012120205,55683,DET,33,,12,REG,1:00,Sun,13,2012,IND
JAC,18,2,2012120206,55681,BUF,34,,12,REG,1:00,Sun,13,2012,BUF
NE,23,2,2012120207,55686,MIA,16,,12,REG,1:00,Sun,13,2012,NE
HOU,24,2,2012120208,55689,TEN,10,,12,REG,1:00,Sun,13,2012,HOU
TB,23,2,2012120209,55690,DEN,31,,12,REG,4:05,Sun,13,2012,DEN
PIT,23,2,2012120210,55691,BAL,20,,12,REG,4:25,Sun,13,2012,PIT
CLE,20,2,2012120211,55692,OAK,17,,12,REG,4:25,Sun,13,2012,CLE
CIN,20,2,2012120212,55693,SD,13,,12,REG,4:25,Sun,13,2012,CIN
PHI,33,2,2012120213,55694,DAL,38,,12,REG,8:20,Sun,13,2012,DAL
NYG,16,3,2012120300,55695,WAS,17,,12,REG,8:30,Mon,13,2012,WAS
DEN,26,6,2012120600,55696,OAK,13,,12,REG,8:20,Thu,14,2012,DEN
BAL,28,9,2012120900,55706,WAS,31,,12,REG,1:00,Sun,14,2012,WAS
KC,7,9,2012120901,55700,CLE,30,,12,REG,1:00,Sun,14,2012,CLE
SD,34,9,2012120902,55704,PIT,24,,12,REG,1:00,Sun,14,2012,SD
TEN,23,9,2012120903,55701,IND,27,,12,REG,1:00,Sun,14,2012,IND
NYJ,17,9,2012120904,55702,JAC,10,,12,REG,1:00,Sun,14,2012,NYJ
CHI,14,9,2012120905,55703,MIN,21,,12,REG,1:00,Sun,14,2012,MIN
ATL,20,9,2012120906,55698,CAR,30,,12,REG,1:00,Sun,14,2012,CAR
PHI,23,9,2012120907,55705,TB,21,,12,REG,1:00,Sun,14,2012,PHI
STL,15,9,2012120908,55697,BUF,12,,12,REG,1:00,Sun,14,2012,STL
DAL,20,9,2012120909,55699,CIN,19,,12,REG,1:00,Sun,14,2012,DAL
MIA,13,9,2012120910,55707,SF,27,,12,REG,4:05,Sun,14,2012,SF
NO,27,9,2012120911,55708,NYG,52,,12,REG,4:25,Sun,14,2012,NYG
ARI,0,9,2012120912,55709,SEA,58,,12,REG,4:25,Sun,14,2012,SEA
DET,20,9,2012120913,55710,GB,27,,12,REG,8:20,Sun,14,2012,GB
HOU,14,10,2012121000,55711,NE,42,,12,REG,8:30,Mon,14,2012,NE
CIN,34,13,2012121300,55712,PHI,13,,12,REG,8:20,Thu,15,2012,CIN
GB,21,16,2012121600,55715,CHI,13,,12,REG,1:00,Sun,15,2012,GB
NYG,0,16,2012121601,55713,ATL,34,,12,REG,1:00,Sun,15,2012,ATL
TB,0,16,2012121602,55719,NO,41,,12,REG,1:00,Sun,15,2012,NO
MIN,36,16,2012121603,55720,STL,22,,12,REG,1:00,Sun,15,2012,MIN
WAS,38,16,2012121604,55716,CLE,21,,12,REG,1:00,Sun,15,2012,WAS
JAC,3,16,2012121605,55718,MIA,24,,12,REG,1:00,Sun,15,2012,MIA
DEN,34,16,2012121606,55714,BAL,17,,12,REG,1:00,Sun,15,2012,DEN
IND,17,16,2012121607,55717,HOU,29,,12,REG,1:00,Sun,15,2012,HOU
DET,10,16,2012121608,55721,ARI,38,,12,REG,4:05,Sun,15,2012,ARI
CAR,31,16,2012121609,55723,SD,7,,12,REG,4:05,Sun,15,2012,CAR
SEA,50,16,2012121610,55722,BUF,17,,12,REG,4:05,Sun,15,2012,SEA
PIT,24,16,2012121611,55724,DAL,27,,12,REG,4:25,Sun,15,2012,DAL
KC,0,16,2012121612,55725,OAK,15,,12,REG,4:25,Sun,15,2012,OAK
SF,41,16,2012121613,55726,NE,34,,12,REG,8:20,Sun,15,2012,SF
NYJ,10,17,2012121700,55727,TEN,14,,12,REG,8:30,Mon,15,2012,TEN
ATL,31,22,2012122200,55728,DET,18,,12,REG,8:30,Sat,16,2012,ATL
TEN,7,23,2012122300,55732,GB,55,,12,REG,1:00,Sun,16,2012,GB
OAK,6,23,2012122301,55730,CAR,17,,12,REG,1:00,Sun,16,2012,CAR
BUF,10,23,2012122302,55736,MIA,24,,12,REG,1:00,Sun,16,2012,MIA
CIN,13,23,2012122303,55738,PIT,10,,12,REG,1:00,Sun,16,2012,CIN
NE,23,23,2012122304,55734,JAC,16,,12,REG,1:00,Sun,16,2012,NE
IND,20,23,2012122305,55735,KC,13,,12,REG,1:00,Sun,16,2012,IND
NO,34,23,2012122306,55731,DAL,31,,12,REG,1:00,Sun,16,2012,NO
WAS,27,23,2012122307,55737,PHI,20,,12,REG,1:00,Sun,16,2012,WAS
STL,28,23,2012122308,55739,TB,13,,12,REG,1:00,Sun,16,2012,STL
