away,away_score,day,eid,gamekey,home,home_score,meridiem,month,season_type,time,wday,week,year,WINNER
OAK,9,21,2014092105,56208,NE,16,,9,REG,1:00,Sun,3,2014,NE
MIN,9,21,2014092106,56209,NO,20,,9,REG,1:00,Sun,3,2014,NO
HOU,17,21,2014092107,56210,NYG,30,,9,REG,1:00,Sun,3,2014,NYG
WAS,34,21,2014092108,56211,PHI,37,,9,REG,1:00,Sun,3,2014,PHI
DAL,34,21,2014092109,56212,STL,31,,9,REG,1:00,Sun,3,2014,DAL
SF,14,21,2014092110,56213,ARI,23,,9,REG,4:05,Sun,3,2014,ARI
KC,34,21,2014092111,56214,MIA,15,,9,REG,4:25,Sun,3,2014,KC
DEN,20,21,2014092112,56215,SEA,26,,9,REG,4:25,Sun,3,2014,SEA
PIT,37,21,2014092113,56216,CAR,19,,9,REG,8:30,Sun,3,2014,PIT
CHI,27,22,2014092200,56217,NYJ,19,,9,REG,8:30,Mon,3,2014,CHI
NYG,45,25,2014092500,56218,WAS,14,,9,REG,8:25,Thu,4,2014,NYG
CAR,10,28,2014092800,56219,BAL,38,,9,REG,1:00,Sun,4,2014,BAL
GB,38,28,2014092801,56220,CHI,17,,9,REG,1:00,Sun,4,2014,GB
BUF,17,28,2014092802,56221,HOU,23,,9,REG,1:00,Sun,4,2014,HOU
TEN,17,28,2014092803,56222,IND,41,,9,REG,1:00,Sun,4,2014,IND
ATL,28,28,2014092804,56227,MIN,41,,9,REG,4:25,Sun,4,2014,MIN
DET,24,28,2014092805,56223,NYJ,17,,9,REG,1:00,Sun,4,2014,DET
MIA,38,28,2014092806,56224,OAK,14,,9,REG,1:00,Sun,4,2014,MIA
TB,27,28,2014092807,56225,PIT,24,,9,REG,1:00,Sun,4,2014,TB
JAC,14,28,2014092808,56226,SD,33,,9,REG,4:05,Sun,4,2014,SD
PHI,21,28,2014092809,56228,SF,26,,9,REG,4:25,Sun,4,2014,SF
NO,17,28,2014092810,56229,DAL,38,,9,REG,8:30,Sun,4,2014,DAL
NE,14,29,2014092900,56230,KC,41,,9,REG,8:30,Mon,4,2014,KC
MIN,10,2,2014100200,56231,GB,42,,10,REG,8:25,Thu,5,2014,GB
CHI,24,5,2014100500,56232,CAR,31,,10,REG,1:00,Sun,5,2014,CAR
HOU,17,5,2014100501,56233,DAL,20,,10,REG,1:00,Sun,5,2014,DAL
BUF,17,5,2014100502,56234,DET,14,,10,REG,1:00,Sun,5,2014,BUF
BAL,13,5,2014100503,56235,IND,20,,10,REG,1:00,Sun,5,2014,IND
PIT,17,5,2014100504,56236,JAC,9,,10,REG,1:00,Sun,5,2014,PIT
TB,31,5,2014100505,56237,NO,37,,10,REG,1:00,Sun,5,2014,NO
ATL,20,5,2014100506,56238,NYG,30,,10,REG,1:00,Sun,5,2014,NYG
STL,28,5,2014100507,56239,PHI,34,,10,REG,1:00,Sun,5,2014,PHI
CLE,29,5,2014100508,56240,TEN,28,,10,REG,1:00,Sun,5,2014,CLE
ARI,20,5,2014100509,56241,DEN,41,,10,REG,4:05,Sun,5,2014,DEN
NYJ,0,5,2014100510,56242,SD,31,,10,REG,4:25,Sun,5,2014,SD
KC,17,5,2014100511,56243,SF,22,,10,REG,4:25,Sun,5,2014,SF
CIN,17,5,2014100512,56244,NE,43,,10,REG,8:30,Sun,5,2014,NE
SEA,27,6,2014100600,56245,WAS,17,,10,REG,8:30,Mon,5,2014,SEA
IND,33,9,2014100900,56246,HOU,28,,10,REG,8:25,Thu,6,2014,IND
CHI,27,12,2014101200,56247,ATL,13,,10,REG,4:25,Sun,6,2014,CHI
NE,37,12,2014101201,56248,BUF,22,,10,REG,1:00,Sun,6,2014,NE
CAR,37,12,2014101202,56249,CIN,37,,10,REG,1:00,Sun,6,2014,TIE
PIT,10,12,2014101203,56250,CLE,31,,10,REG,1:00,Sun,6,2014,CLE
GB,27,12,2014101204,56251,MIA,24,,10,REG,1:00,Sun,6,2014,GB
DET,17,12,2014101205,56252,MIN,3,,10,REG,1:00,Sun,6,2014,DET
DEN,31,12,2014101206,56253,NYJ,17,,10,REG,1:00,Sun,6,2014,DEN
BAL,48,12,2014101207,56254,TB,17,,10,REG,1:00,Sun,6,2014,BAL
JAC,14,12,2014101208,56255,TEN,16,,10,REG,1:00,Sun,6,2014,TEN
SD,31,12,2014101209,56256,OAK,28,,10,REG,4:05,Sun,6,2014,SD
WAS,20,12,2014101210,56257,ARI,30,,10,REG,4:25,Sun,6,2014,ARI
DAL,30,12,2014101211,56258,SEA,23,,10,REG,4:25,Sun,6,2014,DAL
NYG,0,12,2014101212,56259,PHI,27,,10,REG,8:30,Sun,6,2014,PHI
SF,31,13,2014101300,56260,STL,17,,10,REG,8:30,Mon,6,2014,SF
NYJ,25,16,2014101600,56261,NE,27,,10,REG,8:25,Thu,7,2014,NE
ATL,7,19,2014101900,56262,BAL,29,,10,REG,1:00,Sun,7,2014,BAL
MIN,16,19,2014101901,56263,BUF,17,,10,REG,1:00,Sun,7,2014,BUF
MIA,27,19,2014101902,56264,CHI,14,,10,REG,1:00,Sun,7,2014,MIA
NO,23,19,2014101903,56265,DET,24,,10,REG,1:00,Sun,7,2014,DET
CAR,17,19,2014101904,56266,GB,38,,10,REG,1:00,Sun,7,2014,GB
CIN,0,19,2014101905,56267,IND,27,,10,REG,1:00,Sun,7,2014,IND
CLE,6,19,2014101906,56268,JAC,24,,10,REG,1:00,Sun,7,2014,JAC
SEA,26,19,2014101907,56269,STL,28,,10,REG,1:00,Sun,7,2014,STL
TEN,17,19,2014101908,56270,WAS,19,,10,REG,1:00,Sun,7,2014,WAS
KC,23,19,2014101909,56271,SD,20,,10,REG,4:05,Sun,7,2014,KC
NYG,21,19,2014101910,56272,DAL,31,,10,REG,4:25,Sun,7,2014,DAL
ARI,24,19,2014101911,56273,OAK,13,,10,REG,4:25,Sun,7,2014,ARI
SF,17,19,2014101912,56274,DEN,42,,10,REG,8:30,Sun,7,2014,DEN
HOU,23,20,2014102000,56275,PIT,30,,10,REG,8:30,Mon,7,2014,PIT
SD,21,23,2014102300,56276,DEN,35,,10,REG,8:25,Thu,8,2014,DEN
DET,22,26,2014102600,56277,ATL,21,,10,REG,9:30,Sun,8,2014,DET
SEA,13,26,2014102601,56278,CAR,9,,10,REG,1:00,Sun,8,2014,SEA
BAL,24,26,2014102602,56279,CIN,27,,10,REG,1:00,Sun,8,2014,CIN
MIA,27,26,2014102603,56280,JAC,13,,10,REG,1:00,Sun,8,2014,MIA
STL,7,26,2014102604,56281,KC,34,,10,REG,1:00,Sun,8,2014,KC
CHI,23,26,2014102605,56282,NE,51,,10,REG,1:00,Sun,8,2014,NE
BUF,43,26,2014102606,56283,NYJ,23,,10,REG,1:00,Sun,8,2014,BUF
MIN,19,26,2014102607,56284,TB,13,,10,REG,1:00,Sun,8,2014,MIN
HOU,30,26,2014102608,56285,TEN,16,,10,REG,1:00,Sun,8,2014,HOU
PHI,20,26,2014102609,56286,ARI,24,,10,REG,4:05,Sun,8,2014,ARI
OAK,13,26,2014102610,56287,CLE,23,,10,REG,4:25,Sun,8,2014,CLE
IND,34,26,2014102611,56288,PIT,51,,10,REG,4:25,Sun,8,2014,PIT
GB,23,26,2014102612,56289,NO,44,,10,REG,8:30,Sun,8,2014,NO
WAS,20,27,2014102700,56290,DAL,17,,10,REG,8:30,Mon,8,2014,WAS
NO,28,30,2014103000,56291,CAR,10,,10,REG,8:25,Thu,9,2014,NO
JAC,23,2,2014110200,56292,CIN,33,,11,REG,1:00,Sun,9,2014,CIN
TB,17,2,2014110201,56293,CLE,22,,11,REG,1:00,Sun,9,2014,CLE
ARI,28,2,2014110202,56294,DAL,17,,11,REG,1:00,Sun,9,2014,ARI
PHI,31,2,2014110203,56295,HOU,21,,11,REG,1:00,Sun,9,2014,PHI
NYJ,10,2,2014110204,56296,KC,24,,11,REG,1:00,Sun,9,2014,KC
SD,0,2,2014110205,56297,MIA,37,,11,REG,1:00,Sun,9,2014,MIA
WAS,26,2,2014110206,56298,MIN,29,,11,REG,1:00,Sun,9,2014,MIN
STL,13,2,2014110207,56299,SF,10,,11,REG,4:05,Sun,9,2014,STL
DEN,21,2,2014110208,56300,NE,43,,11,REG,4:25,Sun,9,2014,NE
OAK,24,2,2014110209,56301,SEA,30,,11,REG,4:25,Sun,9,2014,SEA
BAL,23,2,2014110210,56302,PIT,43,,11,REG,8:30,Sun,9,2014,PIT
IND,40,3,2014110300,56303,NYG,24,,11,REG,8:30,Mon,9,2014,IND
CLE,24,6,2014110600,56304,CIN,3,,11,REG,8:25,Thu,10,2014,CLE
TEN,7,9,2014110900,56305,BAL,21,,11,REG,1:00,Sun,10,2014,BAL
KC,17,9,2014110901,56306,BUF,13,,11,REG,1:00,Sun,10,2014,KC
MIA,16,9,2014110902,56307,DET,20,,11,REG,1:00,Sun,10,2014,DET
DAL,31,9,2014110903,56308,JAC,17,,11,REG,1:00,Sun,10,2014,DAL
SF,27,9,2014110904,56309,NO,24,,11,REG,1:00,Sun,10,2014,SF
PIT,13,9,2014110905,56310,NYJ,20,,11,REG,1:00,Sun,10,2014,NYJ
ATL,27,9,2014110906,56311,TB,17,,11,REG,1:00,Sun,10,2014,ATL
DEN,41,9,2014110907,56312,OAK,17,,11,REG,4:05,Sun,10,2014,DEN
STL,14,9,2014110908,56313,ARI,31,,11,REG,4:25,Sun,10,2014,ARI
NYG,17,9,2014110909,56314,SEA,38,,11,REG,4:25,Sun,10,2014,SEA
CHI,14,9,2014110910,56315,GB,55,,11,REG,8:30,Sun,10,2014,GB
CAR,21,10,2014111000,56316,PHI,45,,11,REG,8:30,Mon,10,2014,PHI
BUF,9,13,2014111300,56317,MIA,22,,11,REG,8:25,Thu,11,2014,MIA
ATL,19,16,2014111600,56318,CAR,17,,11,REG,1:00,Sun,11,2014,ATL
MIN,13,16,2014111601,56319,CHI,21,,11,REG,1:00,Sun,11,2014,CHI
HOU,23,16,2014111602,56320,CLE,7,,11,REG,1:00,Sun,11,2014,HOU
PHI,20,16,2014111603,56321,GB,53,,11,REG,4:25,Sun,11,2014,GB
SEA,20,16,2014111604,56322,KC,24,,11,REG,1:00,Sun,11,2014,KC
CIN,27,16,2014111605,56323,NO,10,,11,REG,1:00,Sun,11,2014,CIN
SF,16,16,2014111606,56324,NYG,10,,11,REG,1:00,Sun,11,2014,SF
DEN,7,16,2014111607,56325,STL,22,,11,REG,1:00,Sun,11,2014,STL
TB,27,16,2014111608,56326,WAS,7,,11,REG,1:00,Sun,11,2014,TB
OAK,6,16,2014111609,56327,SD,13,,11,REG,4:05,Sun,11,2014,SD
DET,6,16,2014111610,56328,ARI,14,,11,REG,4:25,Sun,11,2014,ARI
NE,42,16,2014111611,56329,IND,20,,11,REG,8:30,Sun,11,2014,NE
PIT,27,17,2014111700,56330,TEN,24,,11,REG,8:30,Mon,11,2014,PIT
KC,20,20,2014112000,56331,OAK,24,,11,REG,8:25,Thu,12,2014,OAK
CLE,26,23,2014112300,56332,ATL,24,,11,REG,1:00,Sun,12,2014,CLE
NYJ,3,23,2014112301,56333,BUF,38,,11,REG,7:00,Mon,12,2014,BUF
TB,13,23,2014112302,56334,CHI,21,,11,REG,1:00,Sun,12,2014,CHI
CIN,22,23,2014112303,56335,HOU,13,,11,REG,1:00,Sun,12,2014,CIN
JAC,3,23,2014112304,56336,IND,23,,11,REG,1:00,Sun,12,2014,IND
GB,24,23,2014112305,56337,MIN,21,,11,REG,1:00,Sun,12,2014,GB
DET,9,23,2014112306,56338,NE,34,,11,REG,1:00,Sun,12,2014,NE
TEN,24,23,2014112307,56339,PHI,43,,11,REG,1:00,Sun,12,2014,PHI
STL,24,23,2014112308,56340,SD,27,,11,REG,4:05,Sun,12,2014,SD
ARI,3,23,2014112309,56341,SEA,19,,11,REG,4:05,Sun,12,2014,SEA
MIA,36,23,2014112310,56342,DEN,39,,11,REG,4:25,Sun,12,2014,DEN
WAS,13,23,2014112311,56343,SF,17,,11,REG,4:25,Sun,12,2014,SF
DAL,31,23,2014112312,56344,NYG,28,,11,REG,8:30,Sun,12,2014,DAL
BAL,34,24,2014112400,56345,NO,27,,11,REG,8:30,Mon,12,2014,BAL
CHI,17,27,2014112700,56346,DET,34,,11,REG,12:30,Thu,13,2014,DET
PHI,33,27,2014112701,56347,DAL,10,,11,REG,4:30,Thu,13,2014,PHI
SEA,19,27,2014112702,56348,SF,3,,11,REG,8:30,Thu,13,2014,SEA
SD,34,30,2014113000,56349,BAL,33,,11,REG,1:00,Sun,13,2014,SD
CLE,10,30,2014113001,56350,BUF,26,,11,REG,1:00,Sun,13,2014,BUF
TEN,21,30,2014113002,56351,HOU,45,,11,REG,1:00,Sun,13,2014,HOU
WAS,27,30,2014113003,56352,IND,49,,11,REG,1:00,Sun,13,2014,IND
NYG,24,30,2014113004,56353,JAC,25,,11,REG,1:00,Sun,13,2014,JAC
CAR,13,30,2014113005,56354,MIN,31,,11,REG,1:00,Sun,13,2014,MIN
NO,35,30,2014113006,56355,PIT,32,,11,REG,1:00,Sun,13,2014,NO
OAK,0,30,2014113007,56356,STL,52,,11,REG,1:00,Sun,13,2014,STL
CIN,14,30,2014113008,56357,TB,13,,11,REG,1:00,Sun,13,2014,CIN
ARI,18,30,2014113009,56358,ATL,29,,11,REG,4:05,Sun,13,2014,ATL
NE,21,30,2014113010,56359,GB,26,,11,REG,4:25,Sun,13,2014,GB
DEN,29,30,2014113011,56360,KC,16,,11,REG,8:30,Sun,13,2014,DEN
MIA,16,1,2014120100,56361,NYJ,13,,12,REG,8:30,Mon,13,2014,MIA
DAL,41,4,2014120400,56362,CHI,28,,12,REG,8:25,Thu,14,2014,DAL
PIT,42,7,2014120700,56363,CIN,21,,12,REG,1:00,Sun,14,2014,PIT
IND,25,7,2014120701,56364,CLE,24,,12,REG,1:00,Sun,14,2014,IND
TB,17,7,2014120702,56365,DET,34,,12,REG,1:00,Sun,14,2014,DET
HOU,27,7,2014120703,56366,JAC,13,,12,REG,1:00,Sun,14,2014,HOU
BAL,28,7,2014120704,56367,MIA,13,,12,REG,1:00,Sun,14,2014,BAL
NYJ,24,7,2014120705,56368,MIN,30,,12,REG,1:00,Sun,14,2014,MIN
CAR,41,7,2014120706,56369,NO,10,,12,REG,1:00,Sun,14,2014,CAR
NYG,36,7,2014120707,56370,TEN,7,,12,REG,1:00,Sun,14,2014,NYG
STL,24,7,2014120708,56371,WAS,0,,12,REG,1:00,Sun,14,2014,STL
KC,14,7,2014120709,56372,ARI,17,,12,REG,4:05,Sun,14,2014,ARI
BUF,17,7,2014120710,56373,DEN,24,,12,REG,4:05,Sun,14,2014,DEN
SF,13,7,2014120711,56374,OAK,24,,12,REG,4:25,Sun,14,2014,OAK
SEA,24,7,2014120712,56375,PHI,14,,12,REG,4:25,Sun,14,2014,SEA
NE,23,7,2014120713,56376,SD,14,,12,REG,8:30,Sun,14,2014,NE
ATL,37,8,2014120800,56377,GB,43,,12,REG,8:30,Mon,14,2014,GB
ARI,12,11,2014121100,56378,STL,6,,12,REG,8:25,Thu,15,2014,ARI
PIT,27,14,2014121400,56379,ATL,20,,12,REG,1:00,Sun,15,2014,PIT
JAC,12,14,2014121401,56380,BAL,20,,12,REG,1:00,Sun,15,2014,BAL
GB,13,14,2014121402,56381,BUF,21,,12,REG,1:00,Sun,15,2014,BUF
TB,17,14,2014121403,56382,CAR,19,,12,REG,1:00,Sun,15,2014,CAR
CIN,30,14,2014121404,56383,CLE,0,,12,REG,1:00,Sun,15,2014,CIN
MIN,14,14,2014121405,56384,DET,16,,12,REG,1:00,Sun,15,2014,DET
HOU,10,14,2014121406,56385,IND,17,,12,REG,1:00,Sun,15,2014,IND
OAK,13,14,2014121407,56386,KC,31,,12,REG,1:00,Sun,15,2014,KC
MIA,13,14,2014121408,56387,NE,41,,12,REG,1:00,Sun,15,2014,NE
WAS,13,14,2014121409,56388,NYG,24,,12,REG,1:00,Sun,15,2014,NYG
DEN,22,14,2014121410,56389,SD,10,,12,REG,4:05,Sun,15,2014,DEN
NYJ,16,14,2014121411,56390,TEN,11,,12,REG,4:05,Sun,15,2014,NYJ
SF,7,14,2014121412,56391,SEA,17,,12,REG,4:25,Sun,15,2014,SEA
DAL,38,14,2014121413,56392,PHI,27,,12,REG,8:30,Sun,15,2014,DAL
NO,31,15,2014121500,56393,CHI,15,,12,REG,8:30,Mon,15,2014,NO
TEN,13,18,2014121800,56394,JAC,21,,12,REG,8:25,Thu,16,2014,JAC
PHI,24,20,2014122000,56396,WAS,27,,12,REG,4:30,Sat,16,2014,WAS
SD,38,20,2014122001,56395,SF,35,,12,REG,4:30,Sat,16,2014,SD
CLE,13,21,2014122100,56397,CAR,17,,12,REG,1:00,Sun,16,2014,CAR
DET,20,21,2014122101,56398,CHI,14,,12,REG,1:00,Sun,16,2014,DET
BAL,13,21,2014122102,56399,HOU,25,,12,REG,1:00,Sun,16,2014,HOU
MIN,35,21,2014122103,56400,MIA,37,,12,REG,1:00,Sun,16,2014,MIA
ATL,30,21,2014122104,56401,NO,14,,12,REG,1:00,Sun,16,2014,ATL
NE,17,21,2014122105,56402,NYJ,16,,12,REG,1:00,Sun,16,2014,NE
KC,12,21,2014122106,56403,PIT,20,,12,REG,1:00,Sun,16,2014,PIT
GB,20,21,2014122107,56404,TB,3,,12,REG,1:00,Sun,16,2014,GB
NYG,37,21,2014122108,56405,STL,27,,12,REG,4:05,Sun,16,2014,NYG
IND,7,21,2014122109,56406,DAL,42,,12,REG,4:25,Sun,16,2014,DAL
BUF,24,21,2014122110,56407,OAK,26,,12,REG,4:25,Sun,16,2014,OAK
SEA,35,21,2014122111,56408,ARI,6,,12,REG,8:30,Sun,16,2014,SEA
DEN,28,22,2014122200,56409,CIN,37,,12,REG,8:30,Mon,16,2014,CIN
CAR,34,28,2014122800,56410,ATL,3,,12,REG,1:00,Sun,17,2014,CAR
CLE,10,28,2014122801,56411,BAL,20,,12,REG,1:00,Sun,17,2014,BAL
DET,20,28,2014122802,56412,GB,30,,12,REG,1:00,Sun,17,2014,GB
JAC,17,28,2014122803,56413,HOU,23,,12,REG,1:00,Sun,17,2014,HOU
SD,7,28,2014122804,56414,KC,19,,12,REG,1:00,Sun,17,2014,KC
NYJ,37,28,2014122805,56415,MIA,24,,12,REG,1:00,Sun,17,2014,NYJ
CHI,9,28,2014122806,56416,MIN,13,,12,REG,1:00,Sun,17,2014,MIN
BUF,17,28,2014122807,56417,NE,9,,12,REG,1:00,Sun,17,2014,BUF
PHI,34,28,2014122808,56418,NYG,26,,12,REG,1:00,Sun,17,2014,PHI
CIN,17,28,2014122809,56419,PIT,27,,12,REG,1:00,Sun,17,2014,PIT
NO,23,28,2014122810,56420,TB,20,,12,REG,1:00,Sun,17,2014,NO
IND,27,28,2014122811,56421,TEN,10,,12,REG,1:00,Sun,17,2014,IND
DAL,44,28,2014122812,56422,WAS,17,,12,REG,1:00,Sun,17,2014,DAL
OAK,14,28,2014122813,56423,DEN,47,,12,REG,4:25,Sun,17,2014,DEN
ARI,17,28,2014122814,56424,SF,20,,12,REG,4:25,Sun,17,2014,SF
STL,6,28,2014122815,56425,SEA,20,,12,REG,4:25,Sun,17,2014,SEA
PIT,21,10,2015091000,56503,NE,28,PM,9,REG,8:30,Thu,1,2015,NE
GB,31,13,2015091300,56505,CHI,23,PM,9,REG,1:00,Sun,1,2015,GB
SEA,31,13,2015091301,56509,STL,34,PM,9,REG,1:00,Sun,1,2015,STL
CAR,20,13,2015091302,56507,JAC,9,PM,9,REG,1:00,Sun,1,2015,CAR
MIA,17,13,2015091303,56510,WAS,10,PM,9,REG,1:00,Sun,1,2015,MIA
IND,14,13,2015091304,56504,BUF,27,PM,9,REG,1:00,Sun,1,2015,BUF
CLE,10,13,2015091305,56508,NYJ,31,PM,9,REG,1:00,Sun,1,2015,NYJ
KC,27,13,2015091306,56506,HOU,20,PM,9,REG,1:00,Sun,1,2015,KC
NO,19,13,2015091307,56511,ARI,31,PM,9,REG,4:05,Sun,1,2015,ARI
DET,28,13,2015091308,56512,SD,33,PM,9,REG,4:05,Sun,1,2015,SD
BAL,13,13,2015091309,56513,DEN,19,PM,9,REG,4:25,Sun,1,2015,DEN
CIN,33,13,2015091310,56514,OAK,13,PM,9,REG,4:25,Sun,1,2015,CIN
TEN,42,13,2015091311,56515,TB,14,PM,9,REG,4:25,Sun,1,2015,TEN
NYG,26,13,2015091312,56516,DAL,27,PM,9,REG,8:30,Sun,1,2015,DAL
PHI,24,14,2015091400,56517,ATL,26,PM,9,REG,7:10,Mon,1,2015,ATL
MIN,3,14,2015091401,56518,SF,20,PM,9,REG,10:20,Mon,1,2015,SF
DEN,31,17,2015091700,56519,KC,24,PM,9,REG,8:25,Thu,2,2015,DEN
HOU,17,20,2015092000,56521,CAR,24,PM,9,REG,1:00,Sun,2,2015,CAR
NE,40,20,2015092001,56520,BUF,32,PM,9,REG,1:00,Sun,2,2015,NE
SD,19,20,2015092002,56523,CIN,24,PM,9,REG,1:00,Sun,2,2015,CIN
TEN,14,20,2015092003,56524,CLE,28,PM,9,REG,1:00,Sun,2,2015,CLE
ATL,24,20,2015092004,56527,NYG,20,PM,9,REG,1:00,Sun,2,2015,ATL
STL,10,20,2015092005,56529,WAS,24,PM,9,REG,1:00,Sun,2,2015,WAS
ARI,48,20,2015092006,56522,CHI,23,PM,9,REG,1:00,Sun,2,2015,ARI
DET,16,20,2015092007,56525,MIN,26,PM,9,REG,1:00,Sun,2,2015,MIN
TB,26,20,2015092008,56526,NO,19,PM,9,REG,1:00,Sun,2,2015,TB
SF,18,20,2015092009,56528,PIT,43,PM,9,REG,1:00,Sun,2,2015,PIT
BAL,33,20,2015092010,56531,OAK,37,PM,9,REG,4:05,Sun,2,2015,OAK
MIA,20,20,2015092011,56530,JAC,23,PM,9,REG,4:05,Sun,2,2015,JAC
DAL,20,20,2015092012,56532,PHI,10,PM,9,REG,4:25,Sun,2,2015,DAL
SEA,17,20,2015092013,56533,GB,27,PM,9,REG,8:30,Sun,2,2015,GB
NYJ,20,21,2015092100,56534,IND,7,PM,9,REG,8:30,Mon,2,2015,NYJ
WAS,21,24,2015092400,56535,NYG,32,PM,9,REG,8:25,Thu,3,2015,NYG
ATL,39,27,2015092700,56539,DAL,28,PM,9,REG,1:00,Sun,3,2015,ATL
NO,22,27,2015092701,56537,CAR,27,PM,9,REG,1:00,Sun,3,2015,CAR
PHI,24,27,2015092702,56543,NYJ,17,PM,9,REG,1:00,Sun,3,2015,PHI
TB,9,27,2015092703,56540,HOU,19,PM,9,REG,1:00,Sun,3,2015,HOU
SD,14,27,2015092704,56541,MIN,31,PM,9,REG,1:00,Sun,3,2015,MIN
PIT,12,27,2015092705,56544,STL,6,PM,9,REG,1:00,Sun,3,2015,PIT
JAC,17,27,2015092706,56542,NE,51,PM,9,REG,1:00,Sun,3,2015,NE
CIN,28,27,2015092707,56536,BAL,24,PM,9,REG,1:00,Sun,3,2015,CIN
OAK,27,27,2015092708,56538,CLE,20,PM,9,REG,1:00,Sun,3,2015,OAK
IND,35,27,2015092709,56545,TEN,33,PM,9,REG,1:00,Sun,3,2015,IND
SF,7,27,2015092710,56546,ARI,47,PM,9,REG,4:05,Sun,3,2015,ARI
CHI,0,27,2015092711,56548,SEA,26,PM,9,REG,4:25,Sun,3,2015,SEA
BUF,41,27,2015092712,56547,MIA,14,PM,9,REG,4:25,Sun,3,2015,BUF
DEN,24,27,2015092713,56549,DET,12,PM,9,REG,8:30,Sun,3,2015,DEN
KC,28,28,2015092800,56550,GB,38,PM,9,REG,8:30,Mon,3,2015,GB
BAL,23,1,2015100100,56551,PIT,20,PM,10,REG,8:25,Thu,4,2015,BAL
NYJ,27,4,2015100400,56552,MIA,14,AM,10,REG,9:30,Sun,4,2015,NYJ
OAK,20,4,2015100401,56555,CHI,22,PM,10,REG,1:00,Sun,4,2015,CHI
HOU,21,4,2015100402,56553,ATL,48,PM,10,REG,1:00,Sun,4,2015,ATL
KC,21,4,2015100403,56556,CIN,36,PM,10,REG,1:00,Sun,4,2015,CIN
JAC,13,4,2015100404,56557,IND,16,PM,10,REG,1:00,Sun,4,2015,IND
PHI,20,4,2015100405,56559,WAS,23,PM,10,REG,1:00,Sun,4,2015,WAS
CAR,37,4,2015100406,56558,TB,23,PM,10,REG,1:00,Sun,4,2015,CAR
NYG,24,4,2015100407,56554,BUF,10,PM,10,REG,1:00,Sun,4,2015,NYG
CLE,27,4,2015100408,56560,SD,30,PM,10,REG,4:05,Sun,4,2015,SD
GB,17,4,2015100409,56563,SF,3,PM,10,REG,4:25,Sun,4,2015,GB
STL,24,4,2015100410,56561,ARI,22,PM,10,REG,4:25,Sun,4,2015,STL
MIN,20,4,2015100411,56562,DEN,23,PM,10,REG,4:25,Sun,4,2015,DEN
DAL,20,4,2015100412,56564,NO,26,PM,10,REG,8:30,Sun,4,2015,NO
DET,10,5,2015100500,56565,SEA,13,PM,10,REG,8:30,Mon,4,2015,SEA
IND,27,8,2015100800,56566,HOU,20,PM,10,REG,8:25,Thu,5,2015,IND
NO,17,11,2015101100,56572,PHI,39,PM,10,REG,1:00,Sun,5,2015,PHI
CHI,18,11,2015101101,56571,KC,17,PM,10,REG,1:00,Sun,5,2015,CHI
SEA,24,11,2015101102,56569,CIN,27,PM,10,REG,1:00,Sun,5,2015,CIN
WAS,19,11,2015101103,56567,ATL,25,PM,10,REG,1:00,Sun,5,2015,ATL
JAC,31,11,2015101104,56573,TB,38,PM,10,REG,1:00,Sun,5,2015,TB
CLE,33,11,2015101105,56568,BAL,30,PM,10,REG,1:00,Sun,5,2015,CLE
BUF,14,11,2015101106,56574,TEN,13,PM,10,REG,1:00,Sun,5,2015,BUF
STL,10,11,2015101107,56570,GB,24,PM,10,REG,1:00,Sun,5,2015,GB
ARI,42,11,2015101108,56575,DET,17,PM,10,REG,4:05,Sun,5,2015,ARI
NE,30,11,2015101109,56576,DAL,6,PM,10,REG,4:25,Sun,5,2015,NE
DEN,16,11,2015101110,56577,OAK,10,PM,10,REG,4:25,Sun,5,2015,DEN
SF,27,11,2015101111,56578,NYG,30,PM,10,REG,8:30,Sun,5,2015,NYG
PIT,24,12,2015101200,56579,SD,20,PM,10,REG,8:30,Mon,5,2015,PIT
ATL,21,15,2015101500,56580,NO,31,PM,10,REG,8:25,Thu,6,2015,NO
CHI,34,18,2015101800,56583,DET,37,PM,10,REG,1:00,Sun,6,2015,DET
WAS,20,18,2015101801,56586,NYJ,34,PM,10,REG,1:00,Sun,6,2015,NYJ
ARI,13,18,2015101802,56587,PIT,25,PM,10,REG,1:00,Sun,6,2015,PIT
KC,10,18,2015101803,56585,MIN,16,PM,10,REG,1:00,Sun,6,2015,MIN
CIN,34,18,2015101804,56581,BUF,21,PM,10,REG,1:00,Sun,6,2015,CIN
DEN,26,18,2015101805,56582,CLE,23,PM,10,REG,1:00,Sun,6,2015,DEN
MIA,38,18,2015101806,56588,TEN,10,PM,10,REG,1:00,Sun,6,2015,MIA
HOU,31,18,2015101807,56584,JAC,20,PM,10,REG,1:00,Sun,6,2015,HOU
CAR,27,18,2015101808,56589,SEA,23,PM,10,REG,4:05,Sun,6,2015,CAR
SD,20,18,2015101809,56590,GB,27,PM,10,REG,4:25,Sun,6,2015,GB
BAL,20,18,2015101810,56591,SF,25,PM,10,REG,4:25,Sun,6,2015,SF
NE,34,18,2015101811,56592,IND,27,PM,10,REG,8:30,Sun,6,2015,NE
NYG,7,19,2015101900,56593,PHI,27,PM,10,REG,8:30,Mon,6,2015,PHI
SEA,20,22,2015102200,56594,SF,3,PM,10,REG,8:25,Thu,7,2015,SEA
BUF,31,25,2015102500,56595,JAC,34,AM,10,REG,9:30,Sun,7,2015,JAC
